_TRI_REL_AND_TRAN_EZ.TRI_FACILITY_ID,V_TRI_REL_AND_TRAN_EZ.FACILITY_NAME,V_TRI_REL_AND_TRAN_EZ.DOC_CTRL_NUM,V_TRI_REL_AND_TRAN_EZ.REPORTING_YEAR,V_TRI_REL_AND_TRAN_EZ.CHEM_NAME,V_TRI_REL_AND_TRAN_EZ.CAS_NUM,V_TRI_REL_AND_TRAN_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_REL_AND_TRAN_EZ.CATEGORY,V_TRI_REL_AND_TRAN_EZ.REL_EST_AMT_SUM,V_TRI_REL_AND_TRAN_EZ.CARCINOGEN,V_TRI_REL_AND_TRAN_EZ.CLEAN_AIR,V_TRI_REL_AND_TRAN_EZ.LIST_3350,V_TRI_REL_AND_TRAN_EZ.STREET_ADDRESS,V_TRI_REL_AND_TRAN_EZ.CITY_NAME,V_TRI_REL_AND_TRAN_EZ.COUNTY_NAME,V_TRI_REL_AND_TRAN_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_REL_AND_TRAN_EZ.STATE_ABBR,V_TRI_REL_AND_TRAN_EZ.ZIP_CODE,V_TRI_REL_AND_TRAN_EZ.REGION,V_TRI_REL_AND_TRAN_EZ.FAC_CLOSED_IND,V_TRI_REL_AND_TRAN_EZ.ASGN_AGENCY,V_TRI_REL_AND_TRAN_EZ.ASGN_FEDERAL_IND,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_DB_NUM,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_NAME,V_TRI_REL_AND_TRAN_EZ.INDUSTRY_CODE,V_TRI_REL_AND_TRAN_EZ.SIC_CODES
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,1319217824453,2019,ZINC COMPOUNDS,N982,N,TOTAL ON OFFSITE RELEASE,20394,N,N,N,2100 S FWY,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,009106055,EVRAZ INC N.A.,331,
81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,1319218516591,2019,1 3-BUTADIENE,106-99-0,N,TOTAL ON OFFSITE RELEASE,11,Y,Y,N,50 WILLIAM WHITE BLVD,PUEBLO,PUEBLO,08101,CO,81001,8,0,,C,001344142,UNITED TECHNOLOGIES CORP,336,
8023WKRGRM1241E,KROGER MOUNTAIN VIEW FOODS,1319218501219,2019,NITRATE COMPOUNDS,N511,N,TOTAL ON OFFSITE RELEASE,6895.3,N,N,N,10241 E 51ST AVE,DENVER,DENVER,08031,CO,80239,8,0,,C,006999528,THE KROGER CO,311,
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,1319218014506,2019,ZINC COMPOUNDS,N982,N,SI 5.5.3B,.42,N,N,N,2101 S RANNEY ST,CRAIG,MOFFAT,08081,CO,81626,8,0,,C,,No US Parent,2211,
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,1319218014506,2019,ZINC COMPOUNDS,N982,N,TOTAL OFFSITE RELEASE,23100,N,N,N,2101 S RANNEY ST,CRAIG,MOFFAT,08081,CO,81626,8,0,,C,,No US Parent,2211,
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,1319217824388,2019,N-HEXANE,110-54-3,N,TOTAL OFFSITE RELEASE,0,N,Y,N,3960 E 56TH AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,078378508,PHILLIPS 66 CO,4247,
81001CLRDX29550,AIRGAS USA LLC,1319218247106,2019,PROPYLENE,115-07-1,N,TOTAL ONSITE RELEASE,551,N,N,N,29550 HIGHWAY 96 EAST,PUEBLO,PUEBLO,08101,CO,81001,8,0,,C,024492860,AIRGAS INC,4246,
8002WTHRMF4845F,THERMO FLUIDS DENVER,1319217842741,2019,ETHYLENE GLYCOL,107-21-1,N,POTW RELEASE,0,N,Y,N,4845 FOREST ST,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,157793639,CLEAN HARBORS INC,4247,
8002WTHRMF4845F,THERMO FLUIDS DENVER,1319217842741,2019,ETHYLENE GLYCOL,107-21-1,N,TOTAL ON OFFSITE RELEASE,0,N,Y,N,4845 FOREST ST,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,157793639,CLEAN HARBORS INC,4247,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,1319218420483,2019,VANADIUM COMPOUNDS,N770,N,AIR STACK,58,N,N,N,6598 RAY NIXON RD,FOUNTAIN,EL PASO,08041,CO,80817,8,0,,C,127711706,COLORADO SPRINGS UTILITIES,2211,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,1319218420483,2019,VANADIUM COMPOUNDS,N770,N,POTW RELEASE,0,N,N,N,6598 RAY NIXON RD,FOUNTAIN,EL PASO,08041,CO,80817,8,0,,C,127711706,COLORADO SPRINGS UTILITIES,2211,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,1319218420483,2019,VANADIUM COMPOUNDS,N770,N,POTW TREATMENT,0,N,N,N,6598 RAY NIXON RD,FOUNTAIN,EL PASO,08041,CO,80817,8,0,,C,127711706,COLORADO SPRINGS UTILITIES,2211,
81052CFMRC500EC,CF MAIER COMPOSITES INC,1319217893003,2019,METHYL METHACRYLATE,80-62-6,N,AIR FUG,2360,N,Y,N,500 E CRYSTAL ST,LAMAR,PROWERS,08099,CO,81052,8,0,,C,622504603,CF MAIER COMPOSITES INC,326,
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,1319218014607,2019,MERCURY COMPOUNDS,N458,N,POTW TREATMENT,0,N,Y,Y,2101 S RANNEY ST,CRAIG,MOFFAT,08081,CO,81626,8,0,,C,,No US Parent,2211,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259430,2019,BENZO(G H I)PERYLENE,191-24-2,N,AIR FUG,.0598,N,Y,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,1319218093488,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,AIR FUG,250,N,N,N,8581 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,079959185,SINCLAIR OIL CORP,4247,
80116GGRGT2571N,AGGREGATE INDUSTRIES WCR INC FRANKTOWN READY MIX PLANT,1319217805795,2019,NITRATE COMPOUNDS,N511,N,POTW TREATMENT,0,N,N,N,2571 N STATE HWY 83,FRANKTOWN,DOUGLAS,08035,CO,80116,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923844,2019,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,AIR STACK,.0008159,Y,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923844,2019,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,TOTAL ON OFFSITE RELEASE,.0008159,Y,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
8063WFLRDC139N1,FCT COS INC,1319218177766,2019,NITRIC ACID,7697-37-2,N,AIR STACK,4,N,N,N,1309 N 17TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,,No US Parent,325,
8063WFLRDC139N1,FCT COS INC,1319218177766,2019,NITRIC ACID,7697-37-2,N,TOTAL OFFSITE RELEASE,0,N,N,N,1309 N 17TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,,No US Parent,325,
8063WFLRDC139N1,FCT COS INC,1319218177766,2019,NITRIC ACID,7697-37-2,N,TOTAL ONSITE RELEASE,4,N,N,N,1309 N 17TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,,No US Parent,325,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050526,2019,MANGANESE,7439-96-5,N,TOTAL OFFSITE RELEASE,96055.2,N,Y,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050526,2019,MANGANESE,7439-96-5,N,POTW RELEASE,0,N,Y,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050526,2019,MANGANESE,7439-96-5,N,POTW TREATMENT,0,N,Y,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
80759YMTHN3848C,YUMA ETHANOL LLC,1319217941246,2019,ETHYLENE GLYCOL,107-21-1,N,TOTAL ONSITE RELEASE,0,N,Y,N,38480 COUNTY RD H,YUMA,YUMA,08125,CO,80759,8,0,,C,,No US Parent,325,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923857,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,TOTAL OFFSITE RELEASE,0,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923857,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,POTW RELEASE,0,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80640MNRLF10121,BORAL ROOFING - DENVER,1319217841612,2019,LEAD,7439-92-1,N,TOTAL ONSITE RELEASE,0,Y,Y,Y,10121 DALLAS ST,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,NA,BORAL USA,327,
80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,1319218508796,2019,AMMONIA,7664-41-7,N,TOTAL OFFSITE RELEASE,0,N,N,N,5134 UTE HWY,LONGMONT,BOULDER,08013,CO,80503,8,0,,C,189840945,CEMEX INC,327,
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,1319218055743,2019,COPPER COMPOUNDS,N100,N,OTH LANDF,2,N,N,N,1280 HWY 67,VICTOR,TELLER,08119,CO,80860,8,0,,C,006988414,NEWMONT MINING CORP,2122,
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,1319218055743,2019,COPPER COMPOUNDS,N100,N,POTW RELEASE,0,N,N,N,1280 HWY 67,VICTOR,TELLER,08119,CO,80860,8,0,,C,006988414,NEWMONT MINING CORP,2122,
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,1319218055743,2019,COPPER COMPOUNDS,N100,N,TOTAL ON OFFSITE RELEASE,2,N,N,N,1280 HWY 67,VICTOR,TELLER,08119,CO,80860,8,0,,C,006988414,NEWMONT MINING CORP,2122,
80640NYXNV9131E,VEOLIA ES TECHNICAL SOLUTIONS LLC,1319217841675,2019,N-METHYL-2-PYRROLIDONE,872-50-4,N,ENERGY RECOVERY,2294008.374,N,N,N,9131 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,NA,VEOLIA ENVIRONMENTAL SERVICES NA LLC,562,
80640NYXNV9131E,VEOLIA ES TECHNICAL SOLUTIONS LLC,1319217841675,2019,N-METHYL-2-PYRROLIDONE,872-50-4,N,TOTAL OFFSITE RELEASE,.77,N,N,N,9131 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,NA,VEOLIA ENVIRONMENTAL SERVICES NA LLC,562,
80640NYXNV9131E,VEOLIA ES TECHNICAL SOLUTIONS LLC,1319217841675,2019,N-METHYL-2-PYRROLIDONE,872-50-4,N,TOTAL ONSITE RELEASE,1054.57,N,N,N,9131 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,NA,VEOLIA ENVIRONMENTAL SERVICES NA LLC,562,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941119,2019,METHANOL,67-56-1,N,POTW RELEASE,0,N,Y,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80550FRNTR31375,FRONT RANGE ENERGY,1319218307383,2019,CYCLOHEXANE,110-82-7,N,TOTAL ON OFFSITE RELEASE,48.9,N,N,N,31375 GREAT WESTERN DR,WINDSOR,WELD,08123,CO,80550,8,0,,C,NA,FRONT RANGE ENERGY LLC,325,
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,1319218093490,2019,BENZENE,71-43-2,N,TOTAL ON OFFSITE RELEASE,1000,Y,Y,Y,8581 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,079959185,SINCLAIR OIL CORP,4247,
80204CLFRN49SAG,CALIFORNIA EXPANDED METALS CO,1319217853365,2019,LEAD,7439-92-1,N,TOTAL OFFSITE RELEASE,0,Y,Y,Y,490 OSAGE ST,DENVER,DENVER,08031,CO,80204,8,0,,C,NA,CALIFORNIA EXPANDED METALS CO,332,
8090WRCKYM2725C,MARTIN MARIETTA - CAPITAL FACILITY,1319218213573,2019,BENZO(G H I)PERYLENE,191-24-2,N,AIR STACK,.0128,N,Y,N,2725 CAPITAL DR,COLORADO SPRINGS,EL PASO,08041,CO,80939,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,1319217893597,2019,COPPER COMPOUNDS,N100,N,TOTAL OFFSITE RELEASE,68,N,N,N,4380 ZIEGLER RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,608374406,BROADCOM LTD,334,
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,1319217893597,2019,COPPER COMPOUNDS,N100,N,TOTAL ON OFFSITE RELEASE,70,N,N,N,4380 ZIEGLER RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,608374406,BROADCOM LTD,334,
8023WKRGRM1241E,KROGER MOUNTAIN VIEW FOODS,1319218506549,2019,NITRIC ACID,7697-37-2,N,POTW RELEASE,0,N,N,N,10241 E 51ST AVE,DENVER,DENVER,08031,CO,80239,8,0,,C,006999528,THE KROGER CO,311,
80631WSTRN13021,LEPRINO FOODS CO - GREELEY,1319217948330,2019,PERACETIC ACID,79-21-0,N,TOTAL ONSITE RELEASE,10,N,N,N,1302 1ST AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,007076664,LEPRINO FOODS CO,311,
81004GCCRG3372L,GCC RIO GRANDE INC,1319218370450,2019,ANTIMONY COMPOUNDS,N010,N,POTW RELEASE,0,N,Y,N,3372 LIME RD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,018941164,GCC OF AMERICA,327,
8052WDVNCD2424M,ADVANCED ENERGY INDUSTRIES INC,1319218213268,2019,LEAD,7439-92-1,N,TOTAL OFFSITE RELEASE,0,Y,Y,Y,2424 MIDPOINT DR,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,,No US Parent,335,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207847,2019,ZINC COMPOUNDS,N982,N,AIR FUG,9,N,N,N,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207847,2019,ZINC COMPOUNDS,N982,N,POTW RELEASE,0,N,N,N,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207847,2019,ZINC COMPOUNDS,N982,N,POTW TREATMENT,0,N,N,N,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
8050WJMSMC29PEA,JM SMUCKER LLC,1319218058648,2019,AMMONIA,7664-41-7,N,TOTAL OFFSITE RELEASE,0,N,N,N,2900 PEAK AVE,LONGMONT,WELD,08123,CO,80504,8,0,,C,004461406,J M SMUCKER CO,311,
8050WJMSMC29PEA,JM SMUCKER LLC,1319218058648,2019,AMMONIA,7664-41-7,N,TOTAL ONSITE RELEASE,1,N,N,N,2900 PEAK AVE,LONGMONT,WELD,08123,CO,80504,8,0,,C,004461406,J M SMUCKER CO,311,
80915XLSNN3445N,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,1319218165809,2019,LEAD  and LEAD COMPOUNDS,N420,Y,WATER,1.04,N,Y,Y,3285 CAPITAL DR,COLORADO SPRINGS,EL PASO,08041,CO,80939,8,0,,C,062157284,WEATHERFORD INTERNATIONAL,332,
80915XLSNN3445N,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,1319218165809,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ONSITE RELEASE,1.04,N,Y,Y,3285 CAPITAL DR,COLORADO SPRINGS,EL PASO,08041,CO,80939,8,0,,C,062157284,WEATHERFORD INTERNATIONAL,332,
80216KBPCL3600E,KBP COIL COATERS INC,1319217955071,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,TOTAL ONSITE RELEASE,18,N,Y,Y,3600 E 44TH AVE,DENVER,DENVER,08031,CO,80216,8,0,,C,,No US Parent,332,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278861,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,AIR STACK,33828,N,Y,Y,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80011SRFRC18401,U.S. DOD USAF BUCKLEY AFB CO,1319218244782,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,POTW RELEASE,0,N,Y,Y,660 S ASPEN ST MS 86,AURORA,ARAPAHOE,08005,CO,80011,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
8023WFRTLY11645,FRITO-LAY INC DENVER,1319217768973,2019,PERACETIC ACID,79-21-0,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,11645 E 37TH AVE,DENVER,DENVER,08031,CO,80239,8,0,,C,001287762,PEPSICO INC,311,
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,1319217893611,2019,HYDROGEN FLUORIDE,7664-39-3,N,RECYCLING,417,N,Y,N,4380 ZIEGLER RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,608374406,BROADCOM LTD,334,
80022BYLSG4400E,AZZ GALVANIZING -DENVER,1319217786969,2019,ZINC COMPOUNDS,N982,N,AIR FUG,1491,N,N,N,4400 E 61ST AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,008012148,AZZ INC,332,
8062WTLSLF14514,ATLAS OIL - FORT LUPTON,1319217785854,2019,N-HEXANE,110-54-3,N,TOTAL OFFSITE RELEASE,0,N,Y,N,145 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,147356463,ATLAS OIL CO,4247,
8062WTLSLF14514,ATLAS OIL - FORT LUPTON,1319217785854,2019,N-HEXANE,110-54-3,N,TOTAL ON OFFSITE RELEASE,0,N,Y,N,145 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,147356463,ATLAS OIL CO,4247,
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),1319218518114,2019,CHROMIUM,7440-47-3,N,AIR FUG,6.7,N,Y,Y,5801 PECOS ST,DENVER,ADAMS,08001,CO,80221,8,0,,C,,No US Parent,327,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507046,2019,METHYL TERT-BUTYL ETHER,1634-04-4,N,POTW TREATMENT,0,N,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259493,2019,ETHYLBENZENE,100-41-4,N,POTW TREATMENT,0,Y,Y,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259493,2019,ETHYLBENZENE,100-41-4,N,TOTAL ONSITE RELEASE,743,Y,Y,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
81004GCCRG3372L,GCC RIO GRANDE INC,1319218370524,2019,COPPER COMPOUNDS,N100,N,AIR FUG,.23,N,N,N,3372 LIME RD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,018941164,GCC OF AMERICA,327,
81004GCCRG3372L,GCC RIO GRANDE INC,1319218370524,2019,COPPER COMPOUNDS,N100,N,TOTAL ON OFFSITE RELEASE,5022.3,N,N,N,3372 LIME RD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,018941164,GCC OF AMERICA,327,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895147,2019,N-HEXANE,110-54-3,N,AIR STACK,231,N,Y,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895147,2019,N-HEXANE,110-54-3,N,TOTAL ON OFFSITE RELEASE,243.2,N,Y,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
80906HNYWL1150E,ATMEL CORP,1319218501587,2019,AMMONIA,7664-41-7,N,POTW NON METALS,17200,N,N,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
80216WNSCR5201F,OWENS CORNING ROOFING & ASPHALT LLC,1319218482026,2019,BENZO(G H I)PERYLENE,191-24-2,N,TOTAL OFFSITE RELEASE,4.2,N,Y,N,5201 FOX ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,001317452,OWENS CORNING INC,324,
80216WNSCR5201F,OWENS CORNING ROOFING & ASPHALT LLC,1319218482026,2019,BENZO(G H I)PERYLENE,191-24-2,N,TOTAL ON OFFSITE RELEASE,4.2,N,Y,N,5201 FOX ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,001317452,OWENS CORNING INC,324,
80125RVRVW8420W,AGGREGATE INDUSTRIES WCR INC RIVERVIEW READY MIX PLANT,1319217805872,2019,LEAD COMPOUNDS,N420,N,POTW RELEASE,0,N,Y,Y,8420 W RIVERVIEW PKWY,LITTLETON,DOUGLAS,08035,CO,80125,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
8062WBSTWY12367,BESTWAY CONCRETE CO - FT LUPTON,1319217696893,2019,NITRATE COMPOUNDS,N511,N,POTW TREATMENT,0,N,N,N,12367 COUNTY ROAD 8,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,327,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084527,2019,SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY),7664-93-9,N,TOTAL OFFSITE RELEASE,0,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084527,2019,SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY),7664-93-9,N,POTW TREATMENT,0,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80223GGRGT1751S,AGGREGATE INDUSTRIES WCR INC BANNOCK READY MIX PLANT,1319217803307,2019,NITRATE COMPOUNDS,N511,N,TOTAL OFFSITE RELEASE,0,N,N,N,1751 S BANNOCK ST,DENVER,DENVER,08031,CO,80223,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,1319218207672,2019,TOLUENE,108-88-3,N,AIR STACK,396,N,Y,N,4711 W 58TH AVE,ARVADA,ADAMS,08001,CO,80002,8,0,,C,,No US Parent,4246,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,1319218372821,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,AIR STACK,.5,N,Y,Y,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,127711760,COLORADO SPRINGS UTILITIES,2211,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,1319218372821,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,TOTAL OFFSITE RELEASE,.82,N,Y,Y,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,127711760,COLORADO SPRINGS UTILITIES,2211,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,1319218372821,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,POTW RELEASE,.28,N,Y,Y,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,127711760,COLORADO SPRINGS UTILITIES,2211,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,1319218372821,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,POTW TREATMENT,0,N,Y,Y,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,127711760,COLORADO SPRINGS UTILITIES,2211,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,1319218372821,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,TOTAL ONSITE RELEASE,1,N,Y,Y,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,127711760,COLORADO SPRINGS UTILITIES,2211,
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,1319217824352,2019,LEAD COMPOUNDS,N420,N,AIR STACK,551.6,N,Y,Y,2100 S FWY,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,009106055,EVRAZ INC N.A.,331,
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,1319218063055,2019,COBALT,7440-48-4,N,TOTAL ONSITE RELEASE,27000,Y,Y,N,HWY 91 FREMONT PASS,CLIMAX,LAKE,08065,CO,80429,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),1319218118317,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,ENERGY RECOVERY,100,N,Y,Y,569  24 1/4  RD,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,037810702,TOTAL HOLDINGS USA INC,325,
80002FRNTR6155W,ADVANCED SURFACE TECHNOLOGIES INC,1319218036150,2019,NICKEL COMPOUNDS,N495,N,POTW TREATMENT,0,Y,Y,Y,6155 W 54TH AVE,ARVADA,JEFFERSON,08059,CO,80002,8,0,,C,,No US Parent,332,
